,head,variable,value
4212,Course2_W5-S2-L1_An_Intro_to_Parts_of_Speech_and_POS_Tagging_13-19,concept_vocab_index,vi34
4213,Course1_W5-S1-L2_introduction_2-03,l_text_topics,topic_10
4214,Course1_W3-S1-L10_Examples_of_Ambiguity_5-56,l_text_topics,topic_10
4215,Course3_W1-S1-L5_-_Why_is_NLP_hard_-_18_slides_25-56,concept_vocab_index,vi945
4216,Course3_W10-S1-L6_-_Information_Retrieval_Toolkits_-_8_slides_02-38,concept_vocab_index,vi848
4217,Course3_W2-S1-L2_-_Morphology_and_the_Lexicon_-_20_slides_21-02,concept_vocab_index,vi988
4218,Course2_W2-S2-L2_The_Noisy_Channel_Model_of_Spelling_19-30,concept_vocab_index,vi155
4219,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi1326
4220,Course2_W6-S2-L1_Lexicalization_of_PCFGs_7-03,concept_vocab_index,vi984
4221,Course3_W10-S1-L5_-_Text_Clustering_-_17_slides_15-39,concept_vocab_index,vi216
4222,Course3_W12-S1-L6_-__Machine_Translation_Noisy_Channel_Methods_-_22_slides_11-53,concept_vocab_index,vi1414
4223,Course1_W2-S1-L2_Generative_Models_for_Supervised_Learning_8-57,prerequisite,Course1_W2-S1-L1_The_Tagging_Problem_10-01
4224,Course3_W4-S1-L1_-_Syntax_-_30_slides_31-02,concept_vocab_index,vi1397
4225,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,concept_vocab_index,vi1115
4226,Course1_W4-S2-L7_Evaluation_of_Lexicalized_PCFGs_Part_2_11-28,level,level_1
4227,Course3_W7-S1-L5_-_Statistical_POS_Tagging_-_16_slides_09-28,concept_vocab_index,vi538
4228,Course2_W8-S1-L2_WordNet_and_Other_Online_Thesauri_6-23,concept_vocab_index,vi55
4229,Course2_W5-S2-L1_An_Intro_to_Parts_of_Speech_and_POS_Tagging_13-19,concept_vocab_index,vi262
4230,Course1_W1-S2-L6_Evaluating_Language_Models-_Perplexity_12-36,concept_vocab_index,vi55
4231,Course1_W8-S2-L5_Features_and_Beam_Search_12-10,concept_vocab_index,vi257
4232,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi974
4233,Course3_W3-S1-L7_-_NLP_Tasks_3-3_-_21_slides_16-21,concept_vocab_index,vi1443
4234,Course2_W8-S2-L2_Answer_Types_and_Query_Formulation_8-47,concept_vocab_index,vi255
4235,Course3_W12-S1-L4_-_Machine_Translation_-_21_slides_10-55,concept_vocab_index,vi134
4236,Course3_W6-S1-L7_-_Word_Sense_Disambiguation_-_15_slides_20-06,concept_vocab_index,vi329
4237,Course2_W5-S3-L3_The_Exponential_Problem_in_Parsing_14-30,level,level_3
4238,Course1_W9-S2-L7_Summary_3-01,concept_vocab_index,vi1141
4239,Course1_W5-S1-L1_Opening_Comments_0-25,level,level_1
4240,Course3_W4-S1-L2_-_Parsing_-_22_slides_17-38,concept_vocab_index,vi993
4241,Course2_W6-S2-L5_Latent_Variable_PCFGs_12-07,concept_vocab_index,vi538
4242,Course3_W6-S1-L1_-_Probabilities_-_17_slides_21-11,concept_vocab_index,vi147
4243,Course1_W6-S2-L4_The_Decoding_Algorithm_Part_1_14-39,concept_vocab_index,vi159
4244,Course3_W5-S1-L4_-_Prepositional_phrase_attachment_3-3_-_18_slides_12-53,concept_vocab_index,vi130
4245,Course2_W6-S2-L4_The_Return_of_Unlexicalized_PCFGs_20-53,concept_vocab_index,vi984
4246,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi993
4247,Course2_W8-S2-L1_What_is_Question_Answering_7-28,level,level_3
4248,Course2_W3-S1-L8_Text_Classification-_Evaluation_7-17,l_text_topics,topic_10
4249,Course1_W8-S1-L2_Recap_of_the_Tagging_Problem_3-15,concept_vocab_index,vi915
4250,Course2_W4-S1-L3_Feature-Based_Linear_Classifiers_13-34,concept_vocab_index,vi770
4251,Course2_W3-S1-L4_Naive_Bayes-_Learning_5-22,level,level_3
4252,Course3_W3-S1-L7_-_NLP_Tasks_3-3_-_21_slides_16-21,concept_vocab_index,vi984
4253,Course2_W6-S3-L2_Greedy_Transition-Based_Parsing_31-05,concept_vocab_index,vi1155
4254,Course1_W4-S2-L6_Evaluation_of_Lexicalized_PCFGs_Part_1_9-32,concept_vocab_index,vi1003
4255,Course3_W3-S1-L6_-_NLP_Tasks_2-3_-_20_slides_15-33,concept_vocab_index,vi60
4256,Course1_W8-S2-L5_Features_and_Beam_Search_12-10,concept_vocab_index,vi616
4257,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,l_text_topics,topic_7
4258,Course1_W6-S1-L5_A_Sketch_of_Phrase-based_Translation_8-17,l_text_topics,topic_12
4259,Course2_W4-S1-L1_Generative_vs,concept_vocab_index,vi677
4260,Course2_W5-S1-L4_Smoothing-Regularization-Priors_for_Maxent_Models_29-24,concept_vocab_index,vi1338
4261,Course3_W3-S1-L5_-_NLP_Tasks_1-3_-_16_slides_14-45,l_text_topics,topic_14
4262,Course3_W8-S1-L4_-_Question_Answering_Systems_1-2_-_14_slides_14-23,concept_vocab_index,vi74
4263,Course1_W10-S1-L1_Introduction_1-02,l_text_topics,topic_14
4264,Course2_W6-S3-L2_Greedy_Transition-Based_Parsing_31-05,concept_vocab_index,vi218
4265,Course3_W1-S1-L7_-_Linguistics_-_23_slides_21-27,concept_vocab_index,vi848
4266,Course1_W2-S1-L4_Parameter_Estimation_in_HMMs_13-16,concept_vocab_index,vi468
4267,Course3_W12-S1-L4_-_Machine_Translation_-_21_slides_10-55,prerequisite,Course3_W12-S1-L3_-_Dialogue_Systems_-_18_slides_09-22
4268,Course2_W3-S2_L2_Sentiment_Analysis-_A_baseline_algorithm_13-27,concept_vocab_index,vi1206
4269,Course3_W7-S1-L1_-_Noisy_Channel_Model_-_8_slides_08-33,concept_vocab_index,vi1372
4270,Course2_W6-S1-L1_CFGs_and_PCFGs_15-29,concept_vocab_index,vi43
4271,Course2_W5-S3-L1_Syntactic_Structure-_Constituency_vs_Dependency_8-46,concept_vocab_index,vi292
4272,Course1_W4-S1-L1_Weaknesses_of_PCFGs_14-59,concept_vocab_index,vi817
4273,Course2_W6-S3-L2_Greedy_Transition-Based_Parsing_31-05,concept_vocab_index,vi993
4274,Course2_W6-S2-L3_PCFG_Independence_Assumptions_9-44,concept_vocab_index,vi937
4275,Course1_W10-S2-L1_Introduction_0-37,l_text_topics,topic_6
4276,Course3_W1-S1-L4_-_Administrative_-__9_slides_08-07,concept_vocab_index,vi984
4277,Course3_W7-S1-L6_-_Information_Extraction_-_10_slides_05-37,concept_vocab_index,vi88
4278,Course3_W8-S1-L4_-_Question_Answering_Systems_1-2_-_14_slides_14-23,concept_vocab_index,vi837
4279,Course3_W1-S1-L3_-_Funny_Sentences_-_10_slides_06-35,concept_vocab_index,vi1300
4280,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi909
4281,Course3_W4-S1-L3_-_Classic_Parsing_Methods_-_61_slides_25-05,concept_vocab_index,vi991
4282,Course1_W1-S3-L2_Linear_Interpolation_Part_2_11-35,concept_vocab_index,vi1141
4283,Course2_W7-S2-L1_Introducing_Ranked_Retrieval_4-27,l_text_topics,topic_9
4284,Course1_W1-S3-L2_Linear_Interpolation_Part_2_11-35,l_text_topics,topic_7
4285,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi873
4286,Course3_W2-S1-L5_-_Spelling_Similarity-_Edit_Distance_-_32_slides_21-23,level,level_2
4287,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi257
4288,Course1_W2-S1-L3_Hidden_Markov_Models_HMMs-_Basic_Definitions_12-00,concept_vocab_index,vi625
4289,Course2_W3-S1-L6_Multinomial_Naive_Bayes-_A_Worked_Example_8-58,concept_vocab_index,vi1265
4290,Course1_W10-S2-L2_The_Dependency_Parsing_Problem_Part_1_5-21,concept_vocab_index,vi299
4291,Course1_W8-S1-L8_Summary_2-45,concept_vocab_index,vi1445
4292,Course1_W9-S1-L3_The_Brown_Clustering_Algorithm_Part_1_11-50,concept_vocab_index,vi1206
4293,Course2_W7-S2-L3_Term_Frequency_Weighting_5-59,prerequisite,Course2_W7-S2-L2_Scoring_with_the_Jaccard_Coefficient_5-06
4294,Course2_W2-S1-L1_Introduction_to_N-grams_8-41,concept_vocab_index,vi262
4295,Course1_W5-S1-L3_Challenges_in_MT_8-06,concept_vocab_index,vi43
4296,Course3_W5-S1-L5_-_Statistical_Parsing_-_29_slides_12-52,concept_vocab_index,vi301
4297,Course1_W3-S1-L2_Introduction_to_the_Parsing_Problem_Part_1_10-37,concept_vocab_index,vi1414
4298,Course3_W4-S1-L2_-_Parsing_-_22_slides_17-38,concept_vocab_index,vi988
4299,Course1_W6-S2-L3_Definition_of_the_Decoding_Problem_Part_3_10-43,level,level_1
4300,Course2_W1-S2-L1_Regular_Expressions_11-25,concept_vocab_index,vi1043
4301,Course3_W10-S1-L2_-_Information_Retrieval_-_32_slides_21-38,concept_vocab_index,vi1051
4302,Course1_W10-S1-L4_GLMs_for_Tagging_Part_2_7-35,concept_vocab_index,vi55
4303,Course1_W4-S1-L1_Weaknesses_of_PCFGs_14-59,concept_vocab_index,vi47
4304,Course2_W6-S2-L4_The_Return_of_Unlexicalized_PCFGs_20-53,concept_vocab_index,vi134
4305,Course3_W7-S1-L5_-_Statistical_POS_Tagging_-_16_slides_09-28,concept_vocab_index,vi1206
4306,Course3_W12-S1-L6_-__Machine_Translation_Noisy_Channel_Methods_-_22_slides_11-53,concept_vocab_index,vi329
4307,Course3_W6-S1-L4_-_Language_Modeling_1-3_contd_-__5_slides_03-05,concept_vocab_index,vi770
4308,Course2_W8-S3-L1_Introduction_to_Summarization,concept_vocab_index,vi1108
4309,Course2_W7-S1-L2_Term-Document_Incidence_Matrices_8-59,level,level_3
4310,Course3_W7-S1-L7_-_Relation_Extraction_-_28_slides_21-26,concept_vocab_index,vi888
4311,Course1_W6-S2-L4_The_Decoding_Algorithm_Part_1_14-39,concept_vocab_index,vi47
4312,Course1_W4-S2-L6_Evaluation_of_Lexicalized_PCFGs_Part_1_9-32,concept_vocab_index,vi17
4313,Course1_W9-S1-L4_The_Brown_Clustering_Algorithm_Part_2_8-30,concept_vocab_index,vi770
4314,Course3_W8-S1-L1_-_Question_Answering_-_21_slides_21-39,concept_vocab_index,vi1284
4315,Course2_W1-S3-L1_Defining_Minimum_Edit_Distance_7-04,concept_vocab_index,vi14
4316,Course3_W1-S1-L4_-_Administrative_-__9_slides_08-07,concept_vocab_index,vi43
4317,Course2_W1-S2-L4_Word_Normalization_and_Stemming_11-47,concept_vocab_index,vi116
4318,Course3_W4-S1-L5_-_The_Penn_Treebank_-_21_slides_17-55,concept_vocab_index,vi490
4319,Course3_W7-S1-L4_-_Hidden_Markov_Models_2-2_-_9_slides_05-28,concept_vocab_index,vi827
4320,Course3_W5-S1-L4_-_Prepositional_phrase_attachment_3-3_-_18_slides_12-53,concept_vocab_index,vi55
4321,Course1_W2-S1-L7_The_Viterbi_Algorithm_for_HMMs_Part_3_7-33,concept_vocab_index,vi1341
4322,Course3_W5-S1-L5_-_Statistical_Parsing_-_29_slides_12-52,concept_vocab_index,vi984
4323,Course3_W11-S1-L2_-_Sentiment_Lexicons_-_12_slides_07-53,concept_vocab_index,vi55
4324,Course3_W11-S1-L6_-_Knowledge_Representation_-_15_slides_12-18,concept_vocab_index,vi73
4325,Course1_W5-S2-L6_The_EM_Algorithm_for_IBM_Model_2_Part_2_8-37,l_text_topics,topic_0
4326,Course2_W8-S3-L4_Summarizing_Multiple_Documents,concept_vocab_index,vi55
4327,Course3_W4-S1-L3_-_Classic_Parsing_Methods_-_61_slides_25-05,concept_vocab_index,vi806
4328,Course3_W10-S1-L5_-_Text_Clustering_-_17_slides_15-39,prerequisite,Course3_W10-S1-L4_-_Text_Classification_-_26_slides_26-36
4329,Course3_W8-S1-L2_-_Evaluation_of_QA__System_Architecture_-_21_slides_21-59,concept_vocab_index,vi1108
4330,Course1_W8-S2-L3_Representing_Trees_as_Decision_Sequences_Part_1_7-23,concept_vocab_index,vi1338
4331,Course1_W7-S1-L4_Features_in_Log-Linear_Models_Part_2_10-13,concept_vocab_index,vi988
4332,Course3_W6-S1-L5_-_Language_Modeling_2-3_-_13_slides_10-56,concept_vocab_index,vi1074
4333,Course2_W1-S2-L5_Sentence_Segmentation_5-31,prerequisite,Course2_W1-S2-L4_Word_Normalization_and_Stemming_11-47
4334,Course3_W5-S1-L8_-_Alternative_Parsing_Formalisms_-_10_slides_10-03,concept_vocab_index,vi538
4335,Course2_W4-S2-L2_Evaluation_of_Named_Entity_Recognition_6-34,concept_vocab_index,vi942
4336,Course3_W1-S1-L7_-_Linguistics_-_23_slides_21-27,concept_vocab_index,vi713
4337,Course3_W4-S1-L5_-_The_Penn_Treebank_-_21_slides_17-55,concept_vocab_index,vi1341
4338,Course1_W3-S2-L1_Introduction_1-12,level,level_1
4339,Course3_W11-S1-L5_-_First_Order_Logic_-_16_slides_07-37,prerequisite,Course3_W11-S1-L4_-_Representing_and_Understanding_Meaning_-_14_slides_09-22
4340,Course3_W11-S1-L1_-_Sentiment_Analysis_-_17_slides_08-49,concept_vocab_index,vi1434
4341,Course2_W6-S2-L3_PCFG_Independence_Assumptions_9-44,concept_vocab_index,vi946
4342,Course3_W11-S1-L8_-_Semantic_Parsing_-_24_slides_09-30,concept_vocab_index,vi538
4343,Course2_W2-S1-L1_Introduction_to_N-grams_8-41,concept_vocab_index,vi220
4344,Course3_W6-S1-L7_-_Word_Sense_Disambiguation_-_15_slides_20-06,concept_vocab_index,vi980
4345,Course1_W8-S1-L1_Introduction_1-41,concept_vocab_index,vi625
4346,Course1_W3-S1-L9_A_Simple_Grammar_for_English_Part_4_2-20,level,level_1
4347,Course2_W7-S1-L1_Introduction_to_Information_Retrieval_9-16,concept_vocab_index,vi1062
4348,Course2_W7-S1-L4_Query_Processing_with_the_Inverted_Index_6-43,concept_vocab_index,vi699
4349,Course1_W7-S1-L9_Smoothing-Regularization_in_Log-linear_Models_15-12,concept_vocab_index,vi773
4350,Course2_W6-S2-L3_PCFG_Independence_Assumptions_9-44,l_text_topics,topic_11
4351,Course2_W8-S2-L1_What_is_Question_Answering_7-28,concept_vocab_index,vi55
4352,Course2_W1-S3-L3_Backtrace_for_Computing_Alignments_5-55,l_text_topics,topic_0
4353,Course2_W8-S2-L1_What_is_Question_Answering_7-28,concept_vocab_index,vi1022
4354,Course1_W8-S1-L4_Features_in_Log-Linear_Taggers_13-21,concept_vocab_index,vi974
4355,Course3_W8-S1-L3_-_System_Architecture_-_9_slides_08-03,prerequisite,Course3_W8-S1-L2_-_Evaluation_of_QA__System_Architecture_-_21_slides_21-59
4356,Course1_W2-S1-L4_Parameter_Estimation_in_HMMs_13-16,concept_vocab_index,vi974
4357,Course3_W7-S1-L2_-_Part_of_Speech_Tagging_-_15_slides_18-08,concept_vocab_index,vi1274
4358,Course2_W6-S2-L2_Charniaks_Model_18-23,concept_vocab_index,vi338
4359,Course2_W6-S3-L1_Dependency_Parsing_Introduction_10-25,level,level_3
4360,Course2_W6-S1-L5_Constituency_Parser_Evaluation_9-45,concept_vocab_index,vi1164
4361,Course3_W12-S1-L7_-_Machine_Translation_Advanced_Methods_-_13_slides_09-36,concept_vocab_index,vi226
4362,Course1_W7-S1-L9_Smoothing-Regularization_in_Log-linear_Models_15-12,concept_vocab_index,vi832
4363,Course2_W8-S2-L3_Passage_Retrieval_and_Answer_Extraction_6-38,concept_vocab_index,vi1313
4364,Course3_W11-S1-L5_-_First_Order_Logic_-_16_slides_07-37,concept_vocab_index,vi134
4365,Course3_W6-S1-L3_-_Language_Modeling_1-3_-_18_slides_19-21,concept_vocab_index,vi14
4366,Course2_W4-S1-L2_Making_features_from_text_for_discriminative_NLP_models_18-11,concept_vocab_index,vi1338
4367,Course3_W9-S1-L3_-_Summarization_Techniques_2-3_-_27_slides_20-34,concept_vocab_index,vi1425
4368,Course3_W1-S1-L7_-_Linguistics_-_23_slides_21-27,concept_vocab_index,vi993
4369,Course3_W2-S1-L4_-_Morphological_Similarity-_Stemming_-_19_slides_15-05,concept_vocab_index,vi468
4370,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,l_text_topics,topic_12
4371,Course2_W5-S1-L1_The_Maximum_Entropy_Model_Presentation_12-14,level,level_3
4372,Course1_W4-S2-L4_Parameter_Estimation_in_Lexicalized_PCFGs_Part_1_5-28,concept_vocab_index,vi43
4373,Course2_W6-S3-L1_Dependency_Parsing_Introduction_10-25,l_text_topics,topic_10
4374,Course1_W3-S1-L4_Context-Free_Grammars_Part_1_12-11,concept_vocab_index,vi43
4375,Course2_W2-S1-L5_Smoothing-_Add-One_6-30,concept_vocab_index,vi1261
4376,Course3_W7-S1-L6_-_Information_Extraction_-_10_slides_05-37,concept_vocab_index,vi56
4377,Course1_W10-S2-L4_GLMs_for_Dependency_Parsing_Part_1_11-59,concept_vocab_index,vi1341
4378,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,l_text_topics,topic_7
4379,Course3_W5-S1-L3_-_Prepositional_phrase_attachment_2-3_-_20_slides_17-22,level,level_2
4380,Course2_W7-S2-L8_Evaluating_Search_Engines_9-02,concept_vocab_index,vi144
4381,Course1_W2-S1-L3_Hidden_Markov_Models_HMMs-_Basic_Definitions_12-00,concept_vocab_index,vi631
4382,Course2_W1-S1-L1_Course_Introduction_14-11,l_text_topics,topic_14
4383,Course3_W7-S1-L2_-_Part_of_Speech_Tagging_-_15_slides_18-08,concept_vocab_index,vi943
4384,Course3_W3-S1-L4_-_Dimensionality_Reduction_-_38_slides_23-50,concept_vocab_index,vi980
4385,Course3_W7-S1-L1_-_Noisy_Channel_Model_-_8_slides_08-33,concept_vocab_index,vi988
4386,Course1_W7-S1-L6_Definition_of_Log-linear_Models_Part_2_3-45,prerequisite,Course1_W7-S1-L5_Definition_of_Log-linear_Models_Part_1_11-50
4387,Course2_W2-S1-L3_Evaluation_and_Perplexity_11-09,concept_vocab_index,vi477
4388,Course3_W1-S1-L3_-_Funny_Sentences_-_10_slides_06-35,level,level_2
4389,Course3_W5-S1-L3_-_Prepositional_phrase_attachment_2-3_-_20_slides_17-22,l_text_topics,topic_1
4390,Course3_W8-S1-L3_-_System_Architecture_-_9_slides_08-03,concept_vocab_index,vi817
4391,Course3_W10-S1-L1_-_Collocations_-_20_slides_11-54,concept_vocab_index,vi980
4392,Course3_W3-S1-L5_-_NLP_Tasks_1-3_-_16_slides_14-45,concept_vocab_index,vi27
4393,Course2_W2-S2-L2_The_Noisy_Channel_Model_of_Spelling_19-30,concept_vocab_index,vi904
4394,Course3_W5-S1-L2_-_Prepositional_phrase_attachment_1-3_-_15_slides_14-50,concept_vocab_index,vi817
4395,Course1_W3-S1-L6_A_Simple_Grammar_for_English_Part_1_10-32,l_text_topics,topic_1
4396,Course1_W7-S1-L4_Features_in_Log-Linear_Models_Part_2_10-13,concept_vocab_index,vi832
4397,Course2_W8-S3-L4_Summarizing_Multiple_Documents,concept_vocab_index,vi538
4398,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,l_text_topics,topic_5
4399,Course2_W2-S1-L5_Smoothing-_Add-One_6-30,level,level_3
4400,Course2_W6-S1-L3_CKY_Parsing_23-25,concept_vocab_index,vi1206
4401,Course1_W10-S2-L7_Summary_2-50,concept_vocab_index,vi984
4402,Course3_W6-S1-L5_-_Language_Modeling_2-3_-_13_slides_10-56,concept_vocab_index,vi24
4403,Course2_W4-S1-L2_Making_features_from_text_for_discriminative_NLP_models_18-11,concept_vocab_index,vi60
4404,Course3_W12-S1-L4_-_Machine_Translation_-_21_slides_10-55,l_text_topics,topic_12
4405,Course3_W4-S1-L4_-_Earley_Parser_-_20_slides_16-34,concept_vocab_index,vi49
4406,Course3_W8-S1-L4_-_Question_Answering_Systems_1-2_-_14_slides_14-23,concept_vocab_index,vi1003
4407,Course3_W5-S1-L3_-_Prepositional_phrase_attachment_2-3_-_20_slides_17-22,concept_vocab_index,vi14
4408,Course1_W5-S2-L2_IBM_Model_1_Part_1_13-06,concept_vocab_index,vi909
4409,Course3_W7-S1-L7_-_Relation_Extraction_-_28_slides_21-26,concept_vocab_index,vi708
4410,Course3_W1-S1-L7_-_Linguistics_-_23_slides_21-27,concept_vocab_index,vi1274
4411,Course1_W5-S2-L4_IBM_Model_2_11-27,level,level_1
4412,Course3_W10-S1-L5_-_Text_Clustering_-_17_slides_15-39,concept_vocab_index,vi822
4413,Course2_W4-S3-L2_Using_Patterns_to_Extract_Relations_6-17,prerequisite,Course2_W4-S3-L1_What_is_Relation_Extraction_9-47
4414,Course2_W6-S2-L2_Charniaks_Model_18-23,concept_vocab_index,vi1164
4415,Course3_W12-S1-L7_-_Machine_Translation_Advanced_Methods_-_13_slides_09-36,concept_vocab_index,vi27
4416,Course1_W10-S1-L5_GLMs_for_Tagging_Part_3_7-06,prerequisite,Course1_W10-S1-L4_GLMs_for_Tagging_Part_2_7-35
4417,Course2_W8-S2-L1_What_is_Question_Answering_7-28,concept_vocab_index,vi134
4418,Course2_W3-S2_L2_Sentiment_Analysis-_A_baseline_algorithm_13-27,concept_vocab_index,vi1022
4419,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,level,level_1
4420,Course3_W3-S1-L6_-_NLP_Tasks_2-3_-_20_slides_15-33,concept_vocab_index,vi1106
4421,Course3_W5-S1-L8_-_Alternative_Parsing_Formalisms_-_10_slides_10-03,l_text_topics,topic_11
4422,Course1_W8-S1-L4_Features_in_Log-Linear_Taggers_13-21,concept_vocab_index,vi1255
4423,Course3_W9-S1-L2_-_Summarization_Techniques_1-3_-_26_slides_19-49,concept_vocab_index,vi817
4424,Course3_W4-S1-L1_-_Syntax_-_30_slides_31-02,concept_vocab_index,vi265
4425,Course3_W1-S1-L7_-_Linguistics_-_23_slides_21-27,concept_vocab_index,vi43
4426,Course3_W9-S1-L6_-_Sentence_Simplification_-_8_slides_05-30,concept_vocab_index,vi55
4427,Course1_W5-S2-L7_The_EM_Algorithm_for_IBM_Model_2_Part_3_9-28,l_text_topics,topic_12
4428,Course1_W8-S2-L5_Features_and_Beam_Search_12-10,level,level_1
4429,Course1_W7-S1-L8_Parameter_Estimation_in_Log-linear_Models_Part_2_4-13,concept_vocab_index,vi137
4430,Course3_W6-S1-L6_-_Language_Modeling_3-3_-_14_slides_15-06,concept_vocab_index,vi743
4431,Course1_W10-S2-L5_GLMs_for_Dependency_Parsing_Part_2_8-28,prerequisite,Course1_W10-S2-L4_GLMs_for_Dependency_Parsing_Part_1_11-59
4432,Course3_W8-S1-L4_-_Question_Answering_Systems_1-2_-_14_slides_14-23,concept_vocab_index,vi43
4433,Course3_W9-S1-L2_-_Summarization_Techniques_1-3_-_26_slides_19-49,concept_vocab_index,vi1266
4434,Course1_W7-S1-L7_Parameter_Estimation_in_Log-linear_Models_Part_1_12-44,concept_vocab_index,vi939
4435,Course1_W2-S1-L5_The_Viterbi_Algorithm_for_HMMs_Part_1_14-07,concept_vocab_index,vi831
4436,Course2_W4-S3-L3_Supervised_Relation_Extraction_10-51,concept_vocab_index,vi915
4437,Course3_W10-S1-L3_-_Evaluation_of_IR_-_14_slides_11-15,concept_vocab_index,vi363
4438,Course2_W4-S2-L3_Sequence_Models_for_Named_Entity_Recognition_15-05,concept_vocab_index,vi305
4439,Course2_W5-S2-L2_Some_Methods_and_Results_on_Sequence_Models_for_POS_Tagging_13-04,concept_vocab_index,vi837
4440,Course1_W1-S3-L3_Discounting_Methods_Part_1_9-26,concept_vocab_index,vi345
4441,Course1_W10-S2-L7_Summary_2-50,l_text_topics,topic_6
4442,Course3_W3-S1-L6_-_NLP_Tasks_2-3_-_20_slides_15-33,concept_vocab_index,vi1111
4443,Course3_W7-S1-L4_-_Hidden_Markov_Models_2-2_-_9_slides_05-28,concept_vocab_index,vi770
4444,Course2_W5-S3-L1_Syntactic_Structure-_Constituency_vs_Dependency_8-46,prerequisite,Course2_W5-S2-L2_Some_Methods_and_Results_on_Sequence_Models_for_POS_Tagging_13-04
4445,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi245
4446,Course3_W5-S1-L2_-_Prepositional_phrase_attachment_1-3_-_15_slides_14-50,concept_vocab_index,vi945
4447,Course3_W12-S1-L4_-_Machine_Translation_-_21_slides_10-55,concept_vocab_index,vi226
4448,Course2_W4-S2-L4_Maximum_Entropy_Sequence_Models_13-01,concept_vocab_index,vi770
4449,Course2_W5-S1-L2_Feature_Overlap-Feature_Interaction_12-51,concept_vocab_index,vi1422
4450,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi743
4451,Course2_W6-S3-L1_Dependency_Parsing_Introduction_10-25,concept_vocab_index,vi262
4452,Course3_W7-S1-L7_-_Relation_Extraction_-_28_slides_21-26,concept_vocab_index,vi917
4453,Course3_W4-S1-L2_-_Parsing_-_22_slides_17-38,concept_vocab_index,vi1442
4454,Course2_W3-S2_L1_What_is_Sentiment_Analysis_7-17,concept_vocab_index,vi17
4455,Course1_W5-S1-L4_Classical_Approaches_to_MT_Part_1_8-02,concept_vocab_index,vi27
4456,Course1_W2-S1-L5_The_Viterbi_Algorithm_for_HMMs_Part_1_14-07,l_text_topics,topic_6
4457,Course2_W3-S1-L3_Formalizing_the_Naive_Bayes_Classifier_9-28,concept_vocab_index,vi1079
4458,Course1_W7-S1-L5_Definition_of_Log-linear_Models_Part_1_11-50,l_text_topics,topic_7
4459,Course3_W4-S1-L5_-_The_Penn_Treebank_-_21_slides_17-55,concept_vocab_index,vi713
4460,Course3_W8-S1-L2_-_Evaluation_of_QA__System_Architecture_-_21_slides_21-59,concept_vocab_index,vi1206
4461,Course1_W3-S2-L4_The_CKY_Parsing_Algorithm_Part_1__7-31,concept_vocab_index,vi218
4462,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,prerequisite,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11
4463,Course3_W7-S1-L2_-_Part_of_Speech_Tagging_-_15_slides_18-08,concept_vocab_index,vi1011
4464,Course1_W5-S2-L1_Introduction_3-24,prerequisite,Course1_W5-S1-L6_Introduction_to_Statistical_MT_12-31
4465,Course3_W4-S1-L5_-_The_Penn_Treebank_-_21_slides_17-55,concept_vocab_index,vi988
4466,Course2_W7-S2-L5_TF-IDF_Weighting_3-42,concept_vocab_index,vi1363
4467,Course1_W3-S1-L8_A_Simple_Grammar_for_English_Part_3_11-21,concept_vocab_index,vi1442
4468,Course3_W8-S1-L2_-_Evaluation_of_QA__System_Architecture_-_21_slides_21-59,concept_vocab_index,vi1115
4469,Course3_W7-S1-L7_-_Relation_Extraction_-_28_slides_21-26,concept_vocab_index,vi1011
4470,Course2_W3-S1-L8_Text_Classification-_Evaluation_7-17,concept_vocab_index,vi355
4471,Course2_W1-S2-L1_Regular_Expressions_11-25,concept_vocab_index,vi228
4472,Course3_W9-S1-L1_-_Summarization_-_16_slides_11-50,concept_vocab_index,vi55
4473,Course1_W5-S2-L3_IBM_Model_1_Part_2_9-01,l_text_topics,topic_12
4474,Course1_W2-S1-L4_Parameter_Estimation_in_HMMs_13-16,concept_vocab_index,vi831
4475,Course2_W6-S1-L2_Grammar_Transforms_12-05,concept_vocab_index,vi235
4476,Course3_W11-S1-L4_-_Representing_and_Understanding_Meaning_-_14_slides_09-22,concept_vocab_index,vi1206
4477,Course2_W3-S1-L1_What_is_Text_Classification_8-12,concept_vocab_index,vi14
4478,Course3_W9-S1-L4_-_Summarization_Techniques_3-3_-_17_slides_10-23,concept_vocab_index,vi1372
